timestamp,a_party,b_party,duration,service_type,bytes_up,bytes_down,cell_tower_id,lac,location,session_id,imei,protocol,status
2025-08-11 09:22:23,9198994513,203.67.13.249,1109,DATA,18071376,180713768,TOWER_010,7511,"South Barbara, Tennessee",SID_00000001,,UDP,COMPLETED
2025-08-25 07:41:39,9198976859,192.168.19.35,0,SMS,324,113,TOWER_029,6464,"East Phillipport, Kansas",SID_00000002,022756116816605,SMS-MT/MO,COMPLETED
2025-08-09 09:48:53,117.166.126.219,9199348517,0,SMS,190,303,TOWER_010,7511,"South Barbara, Tennessee",SID_00000003,196501283313283,SMS-MT/MO,COMPLETED
2025-08-27 15:18:59,9199077361,203.152.230.199,166,VOICE,1328328,1327427,TOWER_010,7511,"South Barbara, Tennessee",SID_00000004,197271932377494,RTP,COMPLETED
2025-08-24 02:57:19,9199746015,9199258917,99,VOICE,792958,792323,TOWER_020,1599,"New Christopher, California",SID_00000005,297783426243841,H.323,COMPLETED
2025-08-21 04:59:10,9199508964,10.0.159.83,0,SMS,107,480,TOWER_029,6464,"East Phillipport, Kansas",SID_00000006,807698521186794,SMS-MT/MO,COMPLETED
2025-07-30 16:56:31,172.16.216.227,203.254.103.74,37,VOICE,295905,296022,TOWER_005,3280,"Audreymouth, Kansas",SID_00000007,831713424601824,RTP,BUSY
2025-08-21 23:01:54,9199903729,192.168.229.43,0,SMS,216,479,TOWER_022,4953,"Lake Austin, Ohio",SID_00000008,958507294077038,SMS-MT/MO,COMPLETED
2025-08-17 13:00:12,9198783564,117.150.24.71,0,SMS,324,371,TOWER_031,9709,"North Lydia, Rhode Island",SID_00000009,874686204043457,SMS-MT/MO,COMPLETED
2025-08-13 14:38:15,9199886081,9199808974,7150,DATA,38753000,387530000,TOWER_016,6233,"Luisborough, Indiana",SID_00000010,,HTTPS,COMPLETED
2025-07-30 03:40:39,9199888314,9199857357,1507,VOICE,12055022,12056135,TOWER_036,8993,"North Pam, Minnesota",SID_00000011,388250429273887,RTP,COMPLETED
2025-08-24 03:59:14,117.13.67.16,9199346504,219,DATA,2529537,25295376,TOWER_049,1389,"Lake Michaeltown, Tennessee",SID_00000012,,TCP,COMPLETED
2025-08-12 07:48:07,9198847144,10.0.96.81,44,VOICE,351742,351210,TOWER_044,5654,"Dustinmouth, Ohio",SID_00000013,212655611590589,RTP,BUSY
2025-08-02 14:23:20,9198784508,9199524825,0,SMS,215,288,TOWER_021,6996,"Stevenfurt, Maine",SID_00000014,403373302314547,SMS-MT/MO,COMPLETED
2025-08-15 16:31:51,172.16.211.125,9199826191,0,SMS,363,168,TOWER_039,2825,"Stacyfort, Tennessee",SID_00000015,463299515669263,SMS-MT/MO,COMPLETED
2025-08-18 02:56:00,117.227.65.56,192.168.113.87,695,DATA,29870613,298706135,TOWER_046,8475,"Port Sergio, Florida",SID_00000016,,UDP,COMPLETED
2025-08-14 02:08:15,9199013933,10.0.72.213,1614,DATA,19984870,199848708,TOWER_013,9529,"Alyssaton, Georgia",SID_00000017,,FTP,COMPLETED
2025-08-18 18:33:28,117.138.196.137,10.0.72.213,6091,DATA,293073337,2930733378,TOWER_017,8605,"Ramirezburgh, Delaware",SID_00000018,,HTTPS,COMPLETED
2025-08-01 15:08:34,9199925904,9199402051,333,DATA,12148139,121481397,TOWER_023,3392,"West Karen, North Carolina",SID_00000019,,UDP,COMPLETED
2025-08-18 16:01:10,9199077361,9199672803,125,DATA,2239275,22392750,TOWER_031,9709,"North Lydia, Rhode Island",SID_00000020,,TCP,COMPLETED
2025-08-17 12:35:01,192.168.19.35,9199868652,1,DATA,32435,324351,TOWER_008,3038,"Sanchezburgh, Pennsylvania",SID_00000021,,HTTPS,COMPLETED
2025-08-23 06:49:33,9198766282,10.0.228.199,550,DATA,23812580,238125800,TOWER_042,3937,"Taylormouth, Nevada",SID_00000022,,TCP,COMPLETED
2025-08-27 00:04:56,203.95.62.114,9199086802,25,VOICE,200390,199946,TOWER_037,1704,"Russellberg, Oregon",SID_00000023,659752001415389,RTP,BUSY
2025-08-04 11:20:28,10.0.87.163,9199672803,933,DATA,39983248,399832485,TOWER_012,8147,"North Erica, Alaska",SID_00000024,,UDP,COMPLETED
2025-08-23 12:55:59,9199312610,9199005922,1576,DATA,63106822,631068224,TOWER_020,1599,"New Christopher, California",SID_00000025,,FTP,COMPLETED
2025-08-25 21:49:55,9199054894,9199134614,456,VOICE,3648192,3648582,TOWER_017,8605,"Ramirezburgh, Delaware",SID_00000026,264277366204156,RTP,FAILED
2025-08-17 22:14:44,9199335188,9198752659,0,SMS,385,127,TOWER_003,4751,"Maryhaven, Utah",SID_00000027,863675698803939,SMS-MT/MO,COMPLETED
2025-08-05 16:53:33,9199580871,9199672803,49,VOICE,392127,392860,TOWER_045,5043,"South Benjamin, Utah",SID_00000028,650291992729918,SIP,FAILED
2025-08-06 03:50:43,9199888314,9199861447,62,VOICE,495243,495272,TOWER_047,5320,"Brooksstad, Florida",SID_00000029,038372937669527,SIP,COMPLETED
2025-08-06 02:21:01,9198784508,9199121306,1317,DATA,45544757,455447574,TOWER_042,3937,"Taylormouth, Nevada",SID_00000030,,HTTP,COMPLETED
2025-08-28 02:28:38,9199422653,9199698456,131,VOICE,1047692,1048136,TOWER_016,6233,"Luisborough, Indiana",SID_00000031,178038762250143,SIP,COMPLETED
2025-08-24 23:46:42,9199327465,9199581245,1689,VOICE,13512022,13512698,TOWER_013,9529,"Alyssaton, Georgia",SID_00000032,137422710168595,H.323,FAILED
2025-08-22 04:20:47,9199082285,9199454741,23,VOICE,183590,184288,TOWER_023,3392,"West Karen, North Carolina",SID_00000033,836294583705574,SIP,COMPLETED
2025-08-28 09:29:05,172.16.171.8,9199333752,0,SMS,158,468,TOWER_029,6464,"East Phillipport, Kansas",SID_00000034,343924663327637,SMS-MT/MO,COMPLETED
2025-08-20 05:45:13,192.168.113.87,172.16.190.224,891,DATA,23281830,232818300,TOWER_029,6464,"East Phillipport, Kansas",SID_00000035,,TCP,COMPLETED
2025-08-26 09:49:30,9199326269,117.179.104.172,480,DATA,16003296,160032960,TOWER_048,9254,"Jenniferhaven, Virginia",SID_00000036,,HTTP,COMPLETED
2025-08-06 13:02:11,172.16.64.191,10.0.213.150,212,VOICE,1695537,1696987,TOWER_017,8605,"Ramirezburgh, Delaware",SID_00000037,498322405886161,H.323,FAILED
2025-08-06 16:09:47,9199785398,9199658918,0,SMS,196,366,TOWER_012,8147,"North Erica, Alaska",SID_00000038,689665483036078,SMS-MT/MO,COMPLETED
2025-08-05 05:16:33,117.131.40.201,203.45.91.214,0,SMS,428,411,TOWER_040,6588,"Sullivanton, New Jersey",SID_00000039,942104564722767,SMS-MT/MO,COMPLETED
2025-07-31 02:24:35,9199422653,9199343407,11,VOICE,88460,87863,TOWER_041,1541,"West Andreamouth, Wyoming",SID_00000040,336707131613670,H.323,COMPLETED
2025-08-04 21:02:31,172.16.171.8,9198847144,5063,DATA,141666284,1416662841,TOWER_045,5043,"South Benjamin, Utah",SID_00000041,,HTTPS,COMPLETED
